id,name,descr,aliases
WMPID988,John Bergman,John Bergman is a Republican candidate for the 1st District of Michigan.,John Bergman|Bergman|John Bergman's|Bergman's|JOHN BERGMAN|BERGMAN|JOHN BERGMAN'S|BERGMAN'S
WMPID991,Angie Craig,Angie Craig is a Democratic candidate for the 2nd District of Minnesota.,Angie Craig|Craig|Angie Craig's|Craig's|ANGIE CRAIG|CRAIG|ANGIE CRAIG'S|CRAIG'S
WMPID994,Trent Kelly,Trent Kelly is a Republican candidate for the 1st District of Mississippi.,Trent Kelly|Kelly|Trent Kelly's|Kelly's|TRENT KELLY|KELLY|TRENT KELLY'S|KELLY'S
WMPID997,Don Bacon,Don Bacon is a Republican candidate for the 2nd District of Nebraska.,Don Bacon|Bacon|Don Bacon's|Bacon's|DON BACON|BACON|DON BACON'S|BACON'S
WMPID998,Adrian Smith,Adrian Smith is a Republican candidate for the 3rd District of Nebraska.,Adrian Smith|Smith|Adrian Smith's|Smith's|ADRIAN SMITH|SMITH|ADRIAN SMITH'S|SMITH'S
WMPID999,Michael Callis,Michael Callis is a Republican candidate for the 2nd District of New Hampshire.,Michael Callis|Callis|Michael Callis'|Callis'|MICHAEL CALLIS|CALLIS|MICHAEL CALLIS'|CALLIS'
WMPID1000,Josh Gottheimer,Josh Gottheimer is a Democratic candidate for the 5th District of New Jersey.,Josh Gottheimer|Gottheimer|Josh Gottheimer's|Gottheimer's|JOSH GOTTHEIMER|GOTTHEIMER|JOSH GOTTHEIMER'S|GOTTHEIMER'S
WMPID1001,Bill Pascrell Jr.,Bill Pascrell Jr. is a Democratic candidate for the 9th District of New Jersey.,Bill Pascrell Jr.|Pascrell|Bill Pascrell Jr.'s|Pascrell's|BILL PASCRELL JR.|PASCRELL|BILL PASCRELL JR.'S|PASCRELL'S
WMPID1003,Susie Lee,Susie Lee is a Democratic candidate for the 3rd District of Nevada.,Susie Lee|Lee|Susie Lee's|Lee's|SUSIE LEE|LEE|SUSIE LEE'S|LEE'S
WMPID1006,Jim Jordan,Jim Jordan is a Republican candidate for the 4th District of Ohio.,Jim Jordan|Jordan|Jim Jordan's|Jordan's|JIM JORDAN|JORDAN|JIM JORDAN'S|JORDAN'S
WMPID1007,Warren Davidson,Warren Davidson is a Republican candidate for the 8th District of Ohio.,Warren Davidson|Davidson|Warren Davidson's|Davidson's|WARREN DAVIDSON|DAVIDSON|WARREN DAVIDSON'S|DAVIDSON'S
WMPID1008,Evelyn Rogers,Evelyn Rogers is a 3rd party candidate for the 1st District of Oklahoma.,Evelyn Rogers|Rogers|Evelyn Rogers'|Rogers'|EVELYN ROGERS|ROGERS|EVELYN ROGERS'|ROGERS'
WMPID1009,Earl Blumenauer,Earl Blumenauer is a Democratic candidate for the 3rd District of Oregon.,Earl Blumenauer|Blumenauer|Earl Blumenauer's|Blumenauer's|EARL BLUMENAUER|BLUMENAUER|EARL BLUMENAUER'S|BLUMENAUER'S
WMPID1011,Dwight Evans,Dwight Evans is a Democratic candidate for the 3rd District of Pennsylvania.,Dwight Evans|Evans|Dwight Evans'|Evans'|DWIGHT EVANS|EVANS|DWIGHT EVANS'|EVANS'
WMPID1012,Brian Fitzpatrick,Brian Fitzpatrick is a Republican candidate for the 1st District of Pennsylvania.,Brian Fitzpatrick|Fitzpatrick|Brian Fitzpatrick's|Fitzpatrick's|BRIAN FITZPATRICK|FITZPATRICK|BRIAN FITZPATRICK'S|FITZPATRICK'S
WMPID1013,Lloyd Smucker,Lloyd Smucker is a Republican candidate for the 11th District of Pennsylvania.,Lloyd Smucker|Smucker|Lloyd Smucker's|Smucker's|LLOYD SMUCKER|SMUCKER|LLOYD SMUCKER'S|SMUCKER'S
WMPID1018,Steve Cohen,Steve Cohen is a Democratic candidate for the 9th District of Tennessee.,Steve Cohen|Cohen|Steve Cohen's|Cohen's|STEVE COHEN|COHEN|STEVE COHEN'S|COHEN'S
WMPID1020,Brian Babin,Brian Babin is a Republican candidate for the 36th District of Texas.,Brian Babin|Babin|Brian Babin's|Babin's|BRIAN BABIN|BABIN|BRIAN BABIN'S|BABIN'S
WMPID1022,Kay Granger,Kay Granger is a Republican candidate for the 12th District of Texas.,Kay Granger|Granger|Kay Granger's|Granger's|KAY GRANGER|GRANGER|KAY GRANGER'S|GRANGER'S
WMPID1023,Vicente Gonzalez,Vicente Gonzalez is a Democratic candidate for the 34th District of Texas.,Vicente Gonzalez|Gonzalez|Vicente Gonzalez's|Gonzalez's|VICENTE GONZALEZ|GONZALEZ|VICENTE GONZALEZ'S|GONZALEZ'S
WMPID1024,Jodey Arrington,Jodey Arrington is a Republican candidate for the 19th District of Texas.,Jodey Arrington|Arrington|Jodey Arrington's|Arrington's|JODEY ARRINGTON|ARRINGTON|JODEY ARRINGTON'S|ARRINGTON'S
WMPID1027,Bobby Scott,Bobby Scott is a Democratic candidate for the 3rd District of Virginia.,Bobby Scott|Scott|Bobby Scott's|Scott's|BOBBY SCOTT|SCOTT|BOBBY SCOTT'S|SCOTT'S
WMPID1028,Donald McEachin,Donald McEachin is a Democratic candidate for the 4th District of Virginia.,Donald McEachin|McEachin|Donald McEachin's|McEachin's|DONALD MCEACHIN|MCEACHIN|DONALD MCEACHIN'S|MCEACHIN'S
WMPID1029,Peter Welch,Peter Welch is a Democratic Senate candidate in Vermont.,Peter Welch|Welch|Peter Welch's|Welch's|PETER WELCH|WELCH|PETER WELCH'S|WELCH'S
WMPID1031,Pramila Jayapal,Pramila Jayapal is a Democratic candidate for the 7th District of Washington.,Pramila Jayapal|Jayapal|Pramila Jayapal's|Jayapal's|PRAMILA JAYAPAL|JAYAPAL|PRAMILA JAYAPAL'S|JAYAPAL'S
WMPID1032,Adam Smith,Adam Smith is a Democratic candidate for the 9th District of Washington.,Adam Smith|Smith|Adam Smith's|Smith's|ADAM SMITH|SMITH|ADAM SMITH'S|SMITH'S
WMPID1035,Mike Gallagher,Mike Gallagher is a Republican candidate for the 8th District of Wisconsin.,Mike Gallagher|Gallagher|Mike Gallagher's|Gallagher's|MIKE GALLAGHER|GALLAGHER|MIKE GALLAGHER'S|GALLAGHER'S
WMPID1038,Barry Moore,Barry Moore is a Republican candidate for the 2nd District of Alabama.,Barry Moore|Moore|Barry Moore's|Moore's|BARRY MOORE|MOORE|BARRY MOORE'S|MOORE'S
WMPID1040,Rick Neighbors,Rick Neighbors is a Democratic candidate for the 4th District of Alabama.,Rick Neighbors|Neighbors|Rick Neighbors'|Neighbors'|RICK NEIGHBORS|NEIGHBORS|RICK NEIGHBORS'|NEIGHBORS'
WMPID1041,Mike Kalagias,Mike Kalagias is a 3rd party candidate for the 3rd District of Arkansas.,Mike Kalagias|Kalagias|Mike Kalagias'|Kalagias'|MIKE KALAGIAS|KALAGIAS|MIKE KALAGIAS'|KALAGIAS'
WMPID1047,Debbie Lesko,Debbie Lesko is a Republican candidate for the 8th District of Arizona.,Debbie Lesko|Lesko|Debbie Lesko's|Lesko's|DEBBIE LESKO|LESKO|DEBBIE LESKO'S|LESKO'S
WMPID1048,Greg Stanton,Greg Stanton is a Democratic candidate for the 4th District of Arizona.,Greg Stanton|Stanton|Greg Stanton's|Stanton's|GREG STANTON|STANTON|GREG STANTON'S|STANTON'S
WMPID1049,Mike Thompson,Mike Thompson is a Democratic candidate for the 4th District of California.,Mike Thompson|Thompson|Mike Thompson's|Thompson's|MIKE THOMPSON|THOMPSON|MIKE THOMPSON'S|THOMPSON'S
WMPID1051,Tom McClintock,Tom McClintock is a Republican candidate for the 5th District of California.,Tom McClintock|McClintock|Tom McClintock's|McClintock's|TOM MCCLINTOCK|MCCLINTOCK|TOM MCCLINTOCK'S|MCCLINTOCK'S
WMPID1052,Nancy Pelosi,Nancy Pelosi is a Democratic candidate for the 11th District of California.,Nancy Pelosi|Pelosi|Nancy Pelosi's|Pelosi's|NANCY PELOSI|PELOSI|NANCY PELOSI'S|PELOSI'S
WMPID1053,Barbara Lee,Barbara Lee is a Democratic candidate for the 12th District of California.,Barbara Lee|Lee|Barbara Lee's|Lee's|BARBARA LEE|LEE|BARBARA LEE'S|LEE'S
WMPID1054,Josh Harder,Josh Harder is a Democratic candidate for the 9th District of California.,Josh Harder|Harder|Josh Harder's|Harder's|JOSH HARDER|HARDER|JOSH HARDER'S|HARDER'S
WMPID1057,Anna Eshoo,Anna Eshoo is a Democratic candidate for the 16th District of California.,Anna Eshoo|Eshoo|Anna Eshoo's|Eshoo's|ANNA ESHOO|ESHOO|ANNA ESHOO'S|ESHOO'S
WMPID1062,Angelica Duenas,Angelica Duenas is a Democratic candidate for the 29th District of California.,Angelica Duenas|Duenas|Angelica Duenas'|Duenas'|ANGELICA DUENAS|DUENAS|ANGELICA DUENAS'|DUENAS'
WMPID1064,Grace Napolitano,Grace Napolitano is a Democratic candidate for the 31st District of California.,Grace Napolitano|Napolitano|Grace Napolitano's|Napolitano's|GRACE NAPOLITANO|NAPOLITANO|GRACE NAPOLITANO'S|NAPOLITANO'S
WMPID1065,Jimmy Gomez,Jimmy Gomez is a Democratic candidate for the 34th District of California.,Jimmy Gomez|Gomez|Jimmy Gomez's|Gomez's|JIMMY GOMEZ|GOMEZ|JIMMY GOMEZ'S|GOMEZ'S
WMPID1067,Young Kim,Young Kim is a Republican candidate for the 40th District of California.,Young Kim|Kim|Young Kim's|Kim's|YOUNG KIM|KIM|YOUNG KIM'S|KIM'S
WMPID1068,Aja Smith,Aja Smith is a Republican candidate for the 41st District of California.,Aja Smith|Smith|Aja Smith's|Smith's|AJA SMITH|SMITH|AJA SMITH'S|SMITH'S
WMPID1069,Katie Porter,Katie Porter is a Democratic candidate for the 47th District of California.,Katie Porter|Porter|Katie Porter's|Porter's|KATIE PORTER|PORTER|KATIE PORTER'S|PORTER'S
WMPID1070,John Briscoe,John Briscoe is a Republican candidate for the 42nd District of California.,John Briscoe|Briscoe|John Briscoe's|Briscoe's|JOHN BRISCOE|BRISCOE|JOHN BRISCOE'S|BRISCOE'S
WMPID1072,Mike Levin,Mike Levin is a Democratic candidate for the 49th District of California.,Mike Levin|Levin|Mike Levin's|Levin's|MIKE LEVIN|LEVIN|MIKE LEVIN'S|LEVIN'S
WMPID1073,Brian Maryott,Brian Maryott is a Republican candidate for the 49th District of California.,Brian Maryott|Maryott|Brian Maryott's|Maryott's|BRIAN MARYOTT|MARYOTT|BRIAN MARYOTT'S|MARYOTT'S
WMPID1076,Joseph Neguse,Joseph Neguse is a Democratic candidate for the 2nd District of Colorado.,Joseph Neguse|Neguse|Joseph Neguse's|Neguse's|JOSEPH NEGUSE|NEGUSE|JOSEPH NEGUSE'S|NEGUSE'S
WMPID1078,Jason Crow,Jason Crow is a Democratic candidate for the 6th District of Colorado.,Jason Crow|Crow|Jason Crow's|Crow's|JASON CROW|CROW|JASON CROW'S|CROW'S
WMPID1080,John B Larson,John B Larson is a Democratic candidate for the 1st District of Connecticut.,John B Larson|Larson|John B Larson's|Larson's|JOHN B LARSON|LARSON|JOHN B LARSON'S|LARSON'S
WMPID1081,Jim Himes,Jim Himes is a Democratic candidate for the 4th District of Connecticut.,Jim Himes|Himes|Jim Himes'|Himes'|JIM HIMES|HIMES|JIM HIMES'|HIMES'
WMPID1082,Jahana Hayes,Jahana Hayes is a Democratic candidate for the 5th District of Connecticut.,Jahana Hayes|Hayes|Jahana Hayes'|Hayes'|JAHANA HAYES|HAYES|JAHANA HAYES'|HAYES'
WMPID1083,Natale Stracuzzi,Natale Stracuzzi is a 3rd party candidate for the 0th District of NA.,Natale Stracuzzi|Stracuzzi|Natale Stracuzzi's|Stracuzzi's|NATALE STRACUZZI|STRACUZZI|NATALE STRACUZZI'S|STRACUZZI'S
WMPID1084,Lee Murphy,Lee Murphy is a Republican candidate for the 0th District of Delaware.,Lee Murphy|Murphy|Lee Murphy's|Murphy's|LEE MURPHY|MURPHY|LEE MURPHY'S|MURPHY'S
WMPID1087,Michael Waltz,Michael Waltz is a Republican candidate for the 6th District of Florida.,Michael Waltz|Waltz|Michael Waltz's|Waltz's|MICHAEL WALTZ|WALTZ|MICHAEL WALTZ'S|WALTZ'S
WMPID1090,Bill Posey,Bill Posey is a Republican candidate for the 8th District of Florida.,Bill Posey|Posey|Bill Posey's|Posey's|BILL POSEY|POSEY|BILL POSEY'S|POSEY'S
WMPID1091,Greg Steube,Greg Steube is a Republican candidate for the 17th District of Florida.,Greg Steube|Steube|Greg Steube's|Steube's|GREG STEUBE|STEUBE|GREG STEUBE'S|STEUBE'S
WMPID1093,Maria Salazar,Maria Salazar is a Republican candidate for the 27th District of Florida.,Maria Salazar|Salazar|Maria Salazar's|Salazar's|MARIA SALAZAR|SALAZAR|MARIA SALAZAR'S|SALAZAR'S
WMPID1096,Lucy McBath,Lucy McBath is a Democratic candidate for the 7th District of Georgia.,Lucy McBath|Mcbath|Lucy McBath's|Mcbath's|LUCY MCBATH|MCBATH|LUCY MCBATH'S|MCBATH'S
WMPID1098,Tabitha Johnson-Green,Tabitha Johnson-Green is a Democratic candidate for the 10th District of Georgia.,Tabitha Johnson-Green|Johnson-Green|Tabitha Johnson-Green's|Johnson-Green's|TABITHA JOHNSON-GREEN|JOHNSON-GREEN|TABITHA JOHNSON-GREEN'S|JOHNSON-GREEN'S
WMPID1099,Martin Cowen,Martin Cowen is a 3rd party candidate for the 13rd District of Georgia.,Martin Cowen|Cowen|Martin Cowen's|Cowen's|MARTIN COWEN|COWEN|MARTIN COWEN'S|COWEN'S
WMPID1100,Michael San Nicolas,Michael San Nicolas is a Democratic candidate for the 0th District of NA.,Michael San Nicolas|San Nicolas|Michael San Nicolas'|San Nicolas'|MICHAEL SAN NICOLAS|SAN NICOLAS|MICHAEL SAN NICOLAS'|SAN NICOLAS'
WMPID1101,Michelle Tippens,Michelle Tippens is a 3rd party candidate for the 2nd District of Hawaii.,Michelle Tippens|Tippens|Michelle Tippens'|Tippens'|MICHELLE TIPPENS|TIPPENS|MICHELLE TIPPENS'|TIPPENS'
WMPID1103,Cindy Axne,Cindy Axne is a Democratic candidate for the 3rd District of Iowa.,Cindy Axne|Axne|Cindy Axne's|Axne's|CINDY AXNE|AXNE|CINDY AXNE'S|AXNE'S
WMPID1105,Russ Fulcher,Russ Fulcher is a Republican candidate for the 1st District of Idaho.,Russ Fulcher|Fulcher|Russ Fulcher's|Fulcher's|RUSS FULCHER|FULCHER|RUSS FULCHER'S|FULCHER'S
WMPID1106,Mike Simpson,Mike Simpson is a Republican candidate for the 2nd District of Idaho.,Mike Simpson|Simpson|Mike Simpson's|Simpson's|MIKE SIMPSON|SIMPSON|MIKE SIMPSON'S|SIMPSON'S
WMPID1109,Jesus Garcia,Jesus Garcia is a Democratic candidate for the 4th District of Illinois.,Jesus Garcia|Garcia|Jesus Garcia's|Garcia's|JESUS GARCIA|GARCIA|JESUS GARCIA'S|GARCIA'S
WMPID1110,Tom Hanson,Tom Hanson is a Republican candidate for the 5th District of Illinois.,Tom Hanson|Hanson|Tom Hanson's|Hanson's|TOM HANSON|HANSON|TOM HANSON'S|HANSON'S
WMPID1111,Sean Casten,Sean Casten is a Democratic candidate for the 6th District of Illinois.,Sean Casten|Casten|Sean Casten's|Casten's|SEAN CASTEN|CASTEN|SEAN CASTEN'S|CASTEN'S
WMPID1112,Jan Schakowsky,Jan Schakowsky is a Democratic candidate for the 9th District of Illinois.,Jan Schakowsky|Schakowsky|Jan Schakowsky's|Schakowsky's|JAN SCHAKOWSKY|SCHAKOWSKY|JAN SCHAKOWSKY'S|SCHAKOWSKY'S
WMPID1115,Bill Foster,Bill Foster is a Democratic candidate for the 11th District of Illinois.,Bill Foster|Foster|Bill Foster's|Foster's|BILL FOSTER|FOSTER|BILL FOSTER'S|FOSTER'S
WMPID1117,Lauren A Underwood,Lauren A Underwood is a Democratic candidate for the 14th District of Illinois.,Lauren A Underwood|Underwood|Lauren A Underwood's|Underwood's|LAUREN A UNDERWOOD|UNDERWOOD|LAUREN A UNDERWOOD'S|UNDERWOOD'S
WMPID1122,Jim Baird,Jim Baird is a Republican candidate for the 4th District of Indiana.,Jim Baird|Baird|Jim Baird's|Baird's|JIM BAIRD|BAIRD|JIM BAIRD'S|BAIRD'S
WMPID1123,Greg Pence,Greg Pence is a Republican candidate for the 6th District of Indiana.,Greg Pence|Pence|Greg Pence's|Pence's|GREG PENCE|PENCE|GREG PENCE'S|PENCE'S
WMPID1125,Jeannine Lee Lake,Jeannine Lee Lake is a Democratic candidate for the 5th District of Indiana.,Jeannine Lee Lake|Lake|Jeannine Lee Lake's|Lake's|JEANNINE LEE LAKE|LAKE|JEANNINE LEE LAKE'S|LAKE'S
WMPID1126,Andre Carson,Andre Carson is a Democratic candidate for the 7th District of Indiana.,Andre Carson|Carson|Andre Carson's|Carson's|ANDRE CARSON|CARSON|ANDRE CARSON'S|CARSON'S
WMPID1128,Sharice Davids,Sharice Davids is a Democratic candidate for the 3rd District of Kansas.,Sharice Davids|Davids|Sharice Davids'|Davids'|SHARICE DAVIDS|DAVIDS|SHARICE DAVIDS'|DAVIDS'
WMPID1130,Ron Estes,Ron Estes is a Republican candidate for the 4th District of Kansas.,Ron Estes|Estes|Ron Estes'|Estes'|RON ESTES|ESTES|RON ESTES'|ESTES'
WMPID1131,Brett Guthrie,Brett Guthrie is a Republican candidate for the 2nd District of Kentucky.,Brett Guthrie|Guthrie|Brett Guthrie's|Guthrie's|BRETT GUTHRIE|GUTHRIE|BRETT GUTHRIE'S|GUTHRIE'S
WMPID1132,Hank Linderman,Hank Linderman is a Democratic candidate for the 2nd District of Kentucky.,Hank Linderman|Linderman|Hank Linderman's|Linderman's|HANK LINDERMAN|LINDERMAN|HANK LINDERMAN'S|LINDERMAN'S
WMPID1139,Richard E Neal,Richard E Neal is a Democratic candidate for the 1st District of Massachusetts.,Richard E Neal|Neal|Richard E Neal's|Neal's|RICHARD E NEAL|NEAL|RICHARD E NEAL'S|NEAL'S
WMPID1140,Lori Trahan,Lori Trahan is a Democratic candidate for the 3rd District of Massachusetts.,Lori Trahan|Trahan|Lori Trahan's|Trahan's|LORI TRAHAN|TRAHAN|LORI TRAHAN'S|TRAHAN'S
WMPID1142,Ayanna Pressley,Ayanna Pressley is a Democratic candidate for the 7th District of Massachusetts.,Ayanna Pressley|Pressley|Ayanna Pressley's|Pressley's|AYANNA PRESSLEY|PRESSLEY|AYANNA PRESSLEY'S|PRESSLEY'S
WMPID1144,Andy Harris,Andy Harris is a Republican candidate for the 1st District of Maryland.,Andy Harris|Harris|Andy Harris'|Harris'|ANDY HARRIS|HARRIS|ANDY HARRIS'|HARRIS'
WMPID1146,Chellie Pingree,Chellie Pingree is a Democratic candidate for the 1st District of Maine.,Chellie Pingree|Pingree|Chellie Pingree's|Pingree's|CHELLIE PINGREE|PINGREE|CHELLIE PINGREE'S|PINGREE'S
WMPID1147,Jared Golden,Jared Golden is a Democratic candidate for the 2nd District of Maine.,Jared Golden|Golden|Jared Golden's|Golden's|JARED GOLDEN|GOLDEN|JARED GOLDEN'S|GOLDEN'S
WMPID1149,Elissa Slotkin,Elissa Slotkin is a Democratic candidate for the 7th District of Michigan.,Elissa Slotkin|Slotkin|Elissa Slotkin's|Slotkin's|ELISSA SLOTKIN|SLOTKIN|ELISSA SLOTKIN'S|SLOTKIN'S
WMPID1152,Haley Stevens,Haley Stevens is a Democratic candidate for the 11th District of Michigan.,Haley Stevens|Stevens|Haley Stevens'|Stevens'|HALEY STEVENS|STEVENS|HALEY STEVENS'|STEVENS'
WMPID1153,Rashida Tlaib,Rashida Tlaib is a Democratic candidate for the 12th District of Michigan.,Rashida Tlaib|Tlaib|Rashida Tlaib's|Tlaib's|RASHIDA TLAIB|TLAIB|RASHIDA TLAIB'S|TLAIB'S
WMPID1156,Dean Phillips,Dean Phillips is a 3rd party candidate for the 3rd District of Minnesota.,Dean Phillips|Phillips|Dean Phillips'|Phillips'|DEAN PHILLIPS|PHILLIPS|DEAN PHILLIPS'|PHILLIPS'
WMPID1157,Ilhan Omar,Ilhan Omar is a 3rd party candidate for the 5th District of Minnesota.,Ilhan Omar|Omar|Ilhan Omar's|Omar's|ILHAN OMAR|OMAR|ILHAN OMAR'S|OMAR'S
WMPID1158,Pete Stauber,Pete Stauber is a Republican candidate for the 8th District of Minnesota.,Pete Stauber|Stauber|Pete Stauber's|Stauber's|PETE STAUBER|STAUBER|PETE STAUBER'S|STAUBER'S
WMPID1159,Cori Bush,Cori Bush is a Democratic candidate for the 1st District of Missouri.,Cori Bush|Bush|Cori Bush's|Bush's|CORI BUSH|BUSH|CORI BUSH'S|BUSH'S
WMPID1162,Blaine Luetkemeyer,Blaine Luetkemeyer is a Republican candidate for the 3rd District of Missouri.,Blaine Luetkemeyer|Luetkemeyer|Blaine Luetkemeyer's|Luetkemeyer's|BLAINE LUETKEMEYER|LUETKEMEYER|BLAINE LUETKEMEYER'S|LUETKEMEYER'S
WMPID1163,Gregorio Sablan,Gregorio Sablan is a 3rd party candidate for the 0th District of NA.,Gregorio Sablan|Sablan|Gregorio Sablan's|Sablan's|GREGORIO SABLAN|SABLAN|GREGORIO SABLAN'S|SABLAN'S
WMPID1165,Michael Guest,Michael Guest is a Republican candidate for the 3rd District of Mississippi.,Michael Guest|Guest|Michael Guest's|Guest's|MICHAEL GUEST|GUEST|MICHAEL GUEST'S|GUEST'S
WMPID1168,Scott Huffman,Scott Huffman is a Democratic candidate for the 8th District of North Carolina.,Scott Huffman|Huffman|Scott Huffman's|Huffman's|SCOTT HUFFMAN|HUFFMAN|SCOTT HUFFMAN'S|HUFFMAN'S
WMPID1170,Kathy Manning,Kathy Manning is a Democratic candidate for the 6th District of North Carolina.,Kathy Manning|Manning|Kathy Manning's|Manning's|KATHY MANNING|MANNING|KATHY MANNING'S|MANNING'S
WMPID1171,Kelly Armstrong,Kelly Armstrong is a Republican candidate for the 0th District of North Dakota.,Kelly Armstrong|Armstrong|Kelly Armstrong's|Armstrong's|KELLY ARMSTRONG|ARMSTRONG|KELLY ARMSTRONG'S|ARMSTRONG'S
WMPID1173,Chris Pappas,Chris Pappas is a Democratic candidate for the 1st District of New Hampshire.,Chris Pappas|Pappas|Chris Pappas'|Pappas'|CHRIS PAPPAS|PAPPAS|CHRIS PAPPAS'|PAPPAS'
WMPID1177,Jeff Van Drew,Jeff Van Drew is a Republican candidate for the 2nd District of New Jersey.,Jeff Van Drew|Van Drew|Jeff Van Drew's|Van Drew's|JEFF VAN DREW|VAN DREW|JEFF VAN DREW'S|VAN DREW'S
WMPID1178,Frank Pallone Jr.,Frank Pallone Jr. is a Democratic candidate for the 6th District of New Jersey.,Frank Pallone Jr.|Pallone|Frank Pallone Jr.'s|Pallone's|FRANK PALLONE JR.|PALLONE|FRANK PALLONE JR.'S|PALLONE'S
WMPID1179,Andy Kim,Andy Kim is a Democratic candidate for the 3rd District of New Jersey.,Andy Kim|Kim|Andy Kim's|Kim's|ANDY KIM|KIM|ANDY KIM'S|KIM'S
WMPID1180,Chris Smith,Chris Smith is a Republican candidate for the 4th District of New Jersey.,Chris Smith|Smith|Chris Smith's|Smith's|CHRIS SMITH|SMITH|CHRIS SMITH'S|SMITH'S
WMPID1181,Tom Malinowski,Tom Malinowski is a Democratic candidate for the 7th District of New Jersey.,Tom Malinowski|Malinowski|Tom Malinowski's|Malinowski's|TOM MALINOWSKI|MALINOWSKI|TOM MALINOWSKI'S|MALINOWSKI'S
WMPID1182,Mikie Sherrill,Mikie Sherrill is a Democratic candidate for the 11th District of New Jersey.,Mikie Sherrill|Sherrill|Mikie Sherrill's|Sherrill's|MIKIE SHERRILL|SHERRILL|MIKIE SHERRILL'S|SHERRILL'S
WMPID1184,Yvette Herrell,Yvette Herrell is a Republican candidate for the 2nd District of New Mexico.,Yvette Herrell|Herrell|Yvette Herrell's|Herrell's|YVETTE HERRELL|HERRELL|YVETTE HERRELL'S|HERRELL'S
WMPID1187,Dina Titus,Dina Titus is a Democratic candidate for the 1st District of Nevada.,Dina Titus|Titus|Dina Titus'|Titus'|DINA TITUS|TITUS|DINA TITUS'|TITUS'
WMPID1190,Gregory W Meeks,Gregory W Meeks is a Democratic candidate for the 5th District of New York.,Gregory W Meeks|Meeks|Gregory W Meeks'|Meeks'|GREGORY W MEEKS|MEEKS|GREGORY W MEEKS'|MEEKS'
WMPID1191,Max Rose,Max Rose is a Democratic candidate for the 11th District of New York.,Max Rose|Rose|Max Rose's|Rose's|MAX ROSE|ROSE|MAX ROSE'S|ROSE'S
WMPID1196,Paul Tonko,Paul Tonko is a Democratic candidate for the 20th District of New York.,Paul Tonko|Tonko|Paul Tonko's|Tonko's|PAUL TONKO|TONKO|PAUL TONKO'S|TONKO'S
WMPID1201,Joseph D Morelle,Joseph D Morelle is a Democratic candidate for the 25th District of New York.,Joseph D Morelle|Morelle|Joseph D Morelle's|Morelle's|JOSEPH D MORELLE|MORELLE|JOSEPH D MORELLE'S|MORELLE'S
WMPID1202,Steve Chabot,Steve Chabot is a Republican candidate for the 1st District of Ohio.,Steve Chabot|Chabot|Steve Chabot's|Chabot's|STEVE CHABOT|CHABOT|STEVE CHABOT'S|CHABOT'S
WMPID1203,Robert E Latta,Robert E Latta is a Republican candidate for the 5th District of Ohio.,Robert E Latta|Latta|Robert E Latta's|Latta's|ROBERT E LATTA|LATTA|ROBERT E LATTA'S|LATTA'S
WMPID1205,Vanessa Enoch,Vanessa Enoch is a Democratic candidate for the 8th District of Ohio.,Vanessa Enoch|Enoch|Vanessa Enoch's|Enoch's|VANESSA ENOCH|ENOCH|VANESSA ENOCH'S|ENOCH'S
WMPID1207,Troy Balderson,Troy Balderson is a Republican candidate for the 12th District of Ohio.,Troy Balderson|Balderson|Troy Balderson's|Balderson's|TROY BALDERSON|BALDERSON|TROY BALDERSON'S|BALDERSON'S
WMPID1212,Kevin Hern,Kevin Hern is a Republican candidate for the 1st District of Oklahoma.,Kevin Hern|Hern|Kevin Hern's|Hern's|KEVIN HERN|HERN|KEVIN HERN'S|HERN'S
WMPID1213,Mary Brannon,Mary Brannon is a Democratic candidate for the 4th District of Oklahoma.,Mary Brannon|Brannon|Mary Brannon's|Brannon's|MARY BRANNON|BRANNON|MARY BRANNON'S|BRANNON'S
WMPID1214,Kendra Horn,Kendra Horn is a Democratic Senate candidate in Oklahoma.,Kendra Horn|Horn|Kendra Horn's|Horn's|KENDRA HORN|HORN|KENDRA HORN'S|HORN'S
WMPID1217,Madeleine Dean,Madeleine Dean is a Democratic candidate for the 4th District of Pennsylvania.,Madeleine Dean|Dean|Madeleine Dean's|Dean's|MADELEINE DEAN|DEAN|MADELEINE DEAN'S|DEAN'S
WMPID1218,Glenn Thompson,Glenn Thompson is a Republican candidate for the 15th District of Pennsylvania.,Glenn Thompson|Thompson|Glenn Thompson's|Thompson's|GLENN THOMPSON|THOMPSON|GLENN THOMPSON'S|THOMPSON'S
WMPID1219,Chrissy Houlahan,Chrissy Houlahan is a Democratic candidate for the 6th District of Pennsylvania.,Chrissy Houlahan|Houlahan|Chrissy Houlahan's|Houlahan's|CHRISSY HOULAHAN|HOULAHAN|CHRISSY HOULAHAN'S|HOULAHAN'S
WMPID1220,Mary Gay Scanlon,Mary Gay Scanlon is a Democratic candidate for the 5th District of Pennsylvania.,Mary Gay Scanlon|Scanlon|Mary Gay Scanlon's|Scanlon's|MARY GAY SCANLON|SCANLON|MARY GAY SCANLON'S|SCANLON'S
WMPID1221,Dan Meuser,Dan Meuser is a Republican candidate for the 9th District of Pennsylvania.,Dan Meuser|Meuser|Dan Meuser's|Meuser's|DAN MEUSER|MEUSER|DAN MEUSER'S|MEUSER'S
WMPID1222,John Joyce,John Joyce is a Republican candidate for the 13rd District of Pennsylvania.,John Joyce|Joyce|John Joyce's|Joyce's|JOHN JOYCE|JOYCE|JOHN JOYCE'S|JOYCE'S
